state,managing_agency,rights_type,state_enabling_act,OBJECTID,trust_name,acres,section,township,range,Agricultur,GrazingAcr,ForestAcre,OtherAcres,TRS - Copy
MT,Department of Natural Resources,Surface,"205 Stat. 676-684, esp. 679-81 (1889)",14144,CS,387,30,N13,E14,0,385,0,0,30_N13_E14
MT,Department of Natural Resources,Surface,"206 Stat. 676-684, esp. 679-81 (1889)",14145,CS,260.8,30,N13,E15,0,260,0,0,30_N13_E15
MT,Department of Natural Resources,Surface,"207 Stat. 676-684, esp. 679-81 (1889)",14146,CS,160.6,30,N13,E23,160,0,0,0,30_N13_E23
MT,Department of Natural Resources,Surface,"208 Stat. 676-684, esp. 679-81 (1889)",14147,CS,73,30,N14,E04,70.1,4.77,0,0,30_N14_E04
MT,Department of Natural Resources,Surface,"209 Stat. 676-684, esp. 679-81 (1889)",14148,CS,40.1,30,N14,E14,0,40,0,0,30_N14_E14
MT,Department of Natural Resources,Surface,"210 Stat. 676-684, esp. 679-81 (1889)",14149,CS,81,30,N14,E15,0,80,0,0,30_N14_E15
MT,Department of Natural Resources,Surface,"211 Stat. 676-684, esp. 679-81 (1889)",14150,CS,642.3,30,N14,E33,0,640,0,0,30_N14_E33
MT,Department of Natural Resources,Surface,"212 Stat. 676-684, esp. 679-81 (1889)",14151,CS,640.5,30,N14,E34,0,640,0,0,30_N14_E34
MT,Department of Natural Resources,Surface,"213 Stat. 676-684, esp. 679-81 (1889)",14152,CS,160.4,30,N14,E35,0,160,0,0,30_N14_E35
MT,Department of Natural Resources,Surface,"214 Stat. 676-684, esp. 679-81 (1889)",4639,CS,642,29,N14,E16,0,640,0,0,29_N14_E16
MT,Department of Natural Resources,Surface,"215 Stat. 676-684, esp. 679-81 (1889)",4640,CS,77.6,29,N14,E19,0,78.55,0,0,29_N14_E19
MT,Department of Natural Resources,Surface,"216 Stat. 676-684, esp. 679-81 (1889)",4643,CS,119.5,29,N14,E27,0,120,0,0,29_N14_E27
MT,Department of Natural Resources,Surface,"217 Stat. 676-684, esp. 679-81 (1889)",4612,CS,639.8,28,N15,E36,0,640,0,0,28_N15_E36
MT,Department of Natural Resources,Surface,"218 Stat. 676-684, esp. 679-81 (1889)",2058,CS,638.9,2,N37,E16,0,640,0,0,02_N37_E16
MT,Department of Natural Resources,Surface,"219 Stat. 676-684, esp. 679-81 (1889)",2529,CS,475.4,4,S25,E16,0,476.18,0,0,04_S25_E16
MT,Department of Natural Resources,Surface,"220 Stat. 676-684, esp. 679-81 (1889)",5554,CS,644.4,1,N36,E36,0,640,0,0,01_N36_E36
MT,Department of Natural Resources,Surface,"221 Stat. 676-684, esp. 679-81 (1889)",5555,CS,159.8,1,N37,E16,0,160,0,0,01_N37_E16
MT,Department of Natural Resources,Surface,"222 Stat. 676-684, esp. 679-81 (1889)",5556,CS,643.3,1,N37,E36,0,640,0,0,01_N37_E36
MT,Department of Natural Resources,Surface,"223 Stat. 676-684, esp. 679-81 (1889)",5569,CS,614.8,1,S36,E06,161.1,465.18,0,0,01_S36_E06
MT,Department of Natural Resources,Surface,"224 Stat. 676-684, esp. 679-81 (1889)",5718,CS,638.8,2,N34,E36,0,640,0,0,02_N34_E36
MT,Department of Natural Resources,Surface,"225 Stat. 676-684, esp. 679-81 (1889)",5722,CS,644.1,2,N36,E36,0,640,0,0,02_N36_E36
MT,Department of Natural Resources,Surface,"226 Stat. 676-684, esp. 679-81 (1889)",5723,CS,639.6,2,N37,E36,0,640,0,0,02_N37_E36
MT,Department of Natural Resources,Surface,"227 Stat. 676-684, esp. 679-81 (1889)",6169,CS,638.3,4,N35,E16,0,640,0,0,04_N35_E16
MT,Department of Natural Resources,Surface,"228 Stat. 676-684, esp. 679-81 (1889)",6170,CS,639.6,4,N35,E36,0,640,0,0,04_N35_E36
MT,Department of Natural Resources,Surface,"229 Stat. 676-684, esp. 679-81 (1889)",6171,CS,638.6,4,N36,E16,0,640,0,0,04_N36_E16
MT,Department of Natural Resources,Surface,"230 Stat. 676-684, esp. 679-81 (1889)",6176,CS,323.5,3,N35,E36,0,320,0,0,03_N35_E36
MT,Department of Natural Resources,Surface,"231 Stat. 676-684, esp. 679-81 (1889)",6177,CS,638.3,3,N36,E16,0,640,0,0,03_N36_E16
MT,Department of Natural Resources,Surface,"232 Stat. 676-684, esp. 679-81 (1889)",6181,CS,274.6,3,N38,E16,0,274.86,0,0,03_N38_E16
MT,Department of Natural Resources,Surface,"233 Stat. 676-684, esp. 679-81 (1889)",6190,CS,315.4,3,S25,E36,0,315.09,0,0,03_S25_E36
MT,Department of Natural Resources,Surface,"234 Stat. 676-684, esp. 679-81 (1889)",6193,CS,242,5,N35,E13,0,240,0,0,05_N35_E13
MT,Department of Natural Resources,Surface,"235 Stat. 676-684, esp. 679-81 (1889)",6196,CS,640.9,5,N35,E36,0,640,0,0,05_N35_E36
MT,Department of Natural Resources,Surface,"236 Stat. 676-684, esp. 679-81 (1889)",6197,CS,637.8,5,N36,E16,0,640,0,0,05_N36_E16
MT,Department of Natural Resources,Surface,"237 Stat. 676-684, esp. 679-81 (1889)",6200,CS,640.5,5,N37,E36,0,640,0,0,05_N37_E36
MT,Department of Natural Resources,Surface,"238 Stat. 676-684, esp. 679-81 (1889)",6245,CS,199,7,S38,E36,15,169.16,0,0,07_S38_E36
MT,Department of Natural Resources,Surface,"239 Stat. 676-684, esp. 679-81 (1889)",6219,CS,632.6,5,S24,E36,0,635.92,0,0,05_S24_E36
MT,Department of Natural Resources,Surface,"240 Stat. 676-684, esp. 679-81 (1889)",6224,CS,643.1,6,S24,E36,0,640,0,0,06_S24_E36
MT,Department of Natural Resources,Surface,"241 Stat. 676-684, esp. 679-81 (1889)",6194,CS,638.9,5,N35,E16,0,640,0,0,05_N35_E16
MT,Department of Natural Resources,Surface,"242 Stat. 676-684, esp. 679-81 (1889)",6243,CS,194.2,7,S38,E01,0,194.6,0,0,07_S38_E01
MT,Department of Natural Resources,Surface,"243 Stat. 676-684, esp. 679-81 (1889)",6244,CS,97.7,7,S38,E12,0,96.44,0,0,07_S38_E12
MT,Department of Natural Resources,Surface,"244 Stat. 676-684, esp. 679-81 (1889)",6246,CS,434.2,7,S39,E06,0,447.12,0,0,07_S39_E06
MT,Department of Natural Resources,Surface,"245 Stat. 676-684, esp. 679-81 (1889)",6247,CS,267.4,7,S39,E07,0,263.77,0,0,07_S39_E07
MT,Department of Natural Resources,Surface,"246 Stat. 676-684, esp. 679-81 (1889)",6253,CS,70.6,6,S39,E31,0,71.88,0,0,06_S39_E31
MT,Department of Natural Resources,Surface,"247 Stat. 676-684, esp. 679-81 (1889)",6163,CS,665.2,3,N30,E36,0,664.12,0,0,03_N30_E36
MT,Department of Natural Resources,Surface,"248 Stat. 676-684, esp. 679-81 (1889)",6195,CS,401,5,N35,E24,0,400,0,0,05_N35_E24
