OBJECTID,state,managing_agency,rights_type,state_enabling_act,,county,trust_name,activity,activity_info,township,range,section,aliquot,acres,gis_acres
190593,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,16,ALL,640.000000000000000,645.549
190597,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,32,ALL,640.000000000000000,637.441
190599,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: City of Flagstaff,20N,12E,2,LOTS 1 2 AND LOTS 3 4 S2NE N2N2SENW N2N2NESE LY N OF RR,208.610000000000014,220.464
190606,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,15E,16,S2SWNW S2 LY SLY FROM C/L OF ATSFRR R/W,255.349999999999994,229.432
190833,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,21N,10E,36,ALL EX 10.01AC IN NWSE LY S OF HWY,617.789999999999964,618.792
191029,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,16,ALL,640.000000000000000,638.159
191032,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,16,S2N2S2 S2S2 AND S2S2SWNW N2N2S2 LY S OF CONDEMNATION 95-98643,297.819999999999993,305.184
191060,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,6,LOTS 1 THRU 15 E2SW SE EX M&B IN LOT 6,916.409999999999968,916.133
191062,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,6,LOTS 1 THRU 7 S2NE SENW E2SW SE,704.899999999999977,704.79
191063,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,4,LOTS 1 THRU 4 S2N2 S2,715.559999999999945,717.381
191069,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,4,LOT 12 N2SW NWSE S2S2 AND LOTS 5 6 9 10 11 NESE LY S OF CONDEMNATION 95-98643,428.230000000000018,402.802
191077,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,22,ALL,640.000000000000000,639.599
191079,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,20,ALL,640.000000000000000,639.623
191081,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,10E,24,ALL,640.000000000000000,634.405
191082,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,22,E2 N2NW SWNW SW,600.000000000000000,599.996
191083,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,24,ALL,640.000000000000000,640.931
191089,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,8,ALL,640.000000000000000,640.952
191090,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,10,ALL,640.000000000000000,638.739
191092,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,12,ALL,640.000000000000000,638.265
191094,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,10E,12,ALL,640.000000000000000,616.326
191095,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,8,ALL,640.000000000000000,638.862
191100,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,18,LOTS 2 3 4 E2SW SE AND LOT 1 E2NW S2S2SWSWNWNE S2NE LY S OF CONDEMNATION 95-98643,485.060000000000002,469.546
191101,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,18,LOTS 1 THRU 4 E2W2 E2,715.549999999999955,715.733
191102,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,14,ALL,640.000000000000000,639.128
191104,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,10E,14,ALL,640.000000000000000,633.274
191111,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,18,E2E2,160.000000000000000,159.802
191114,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,34,ALL,640.000000000000000,640.173
191116,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,34,ALL,640.000000000000000,640.672
191118,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,30,ALL,640.000000000000000,638.858
191119,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,28,ALL,640.000000000000000,640.242
191120,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,26,ALL,640.000000000000000,640.406
191130,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,10,ALL,640.000000000000000,640.719
191131,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,12E,4,LOTS 1 THRU 4 S2N2 S2,637.919999999999959,639.156
191132,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,12E,6,LOTS 1 THRU 7 S2NE SENW E2SW SE,630.039999999999964,630.003
191133,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,6,LOT 1 THRU 4 E2W2 E2,703.429999999999950,703.734
191134,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,4,ALL,640.000000000000000,640.305
191135,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,18,LOT 1,52.170000000000002,51.973
191136,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,"layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Bar T Bar Ranch, Inc.",19N,14E,18,ALL,640.000000000000000,639.112
191140,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,12E,8,ALL,640.000000000000000,637.969
191141,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,12E,10,ALL,640.000000000000000,639.65
191143,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,8,ALL,640.000000000000000,639.06
191144,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,12,W2W2,160.000000000000000,159.918
191145,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,20,ALL,640.000000000000000,638.745
191146,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,"layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Bar T Bar Ranch, Inc.",19N,13E,24,ALL,640.000000000000000,639.712
191150,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,22,ALL,640.000000000000000,640.416
191152,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,14,ALL,640.000000000000000,641.087
191154,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,30,LOTS 1 THRU 4 E2W2 E2,632.159999999999968,632.406
191155,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,12E,26,ALL,640.000000000000000,640.077
191157,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,30,LOTS 1 THRU 4 E2W2 E2,710.450000000000045,710.363
191158,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,28,ALL,640.000000000000000,639.65
191159,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,11E,26,ALL,640.000000000000000,639.518
191161,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,20N,10E,26,ALL,640.000000000000000,646.773
191165,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,6,LOTS 1 THRU 4 S2N2 S2,674.559999999999945,672.227
191166,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,4,LOTS 1 THRU 4 S2N2 S2,675.159999999999968,668.217
191175,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,10,ALL,640.000000000000000,643.236
191176,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,8,ALL,640.000000000000000,639.585
191177,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,12,LOTS 1 THRU 4 W2E2 W2,635.519999999999982,635.733
191178,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,"layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Bar T Bar Ranch, Inc.",18N,13E,10,ALL,640.000000000000000,638.793
191179,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,12,ALL,640.000000000000000,637.474
191182,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,34,N2 SW N2SE SWSE AND SESE LY NWLY FROM C/L OF STATE HIGHWAY 87,630.399999999999977,631.853
191185,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,34,ALL,640.000000000000000,638.424
191191,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,18,ALL,640.000000000000000,640.059
191194,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,14,ALL,640.000000000000000,638.153
191195,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,14,ALL,640.000000000000000,642.484
191201,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,22,ALL,640.000000000000000,640.986
191202,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,22,ALL,640.000000000000000,637.829
191203,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,24,LOTS 1 THRU 4 W2E2 W2,637.480000000000018,638.46
191204,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,20,ALL,640.000000000000000,642.208
191205,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,24,ALL,640.000000000000000,637.8
191211,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,15E,30,NE S2NW S2 LY SELY FROM C/L OF STATE HIGHWAY 87,468.839999999999975,469.735
191212,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,28,E2 E2SW SWSW AND E2NW SWNW NWSW LY SELY OF FENCE,544.000000000000000,536.228
191215,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,26,ALL,640.000000000000000,639.186
191216,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,13E,26,ALL,640.000000000000000,637.97
191217,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,30,ALL,640.000000000000000,641.459
191220,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,18N,14E,28,ALL,640.000000000000000,637.155
191221,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,20,SESW S2SE,120.000000000000000,119.54
191222,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,14E,34,ALL,640.000000000000000,640.214
191228,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,19N,11E,28,N2 SW NW2SE,560.000000000000000,560.94
191230,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,4,N2 SW AND SE LY NWLY FROM C/L OF STATE HIGHWAY 87,574.720000000000027,575.3
191231,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,6,LOTS 3 4 E2 SENW E2SW LY SELY OF FENCE,396.519999999999982,389.347
191232,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,4,ALL,640.000000000000000,638.806
191235,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,8,ALL,640.000000000000000,642.121
191236,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,10,ALL,640.000000000000000,640.673
191237,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,12,ALL,640.000000000000000,639.58
191238,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,8,N2 SW N2SE LY NWLY FROM C/L OF STATE HIGHWAY 87,459.040000000000020,460.63
191239,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,12,ALL,640.000000000000000,640.252
191242,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,8,ALL,640.000000000000000,639.463
191243,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,10,ALL,640.000000000000000,639.027
191244,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,34,NE SENW S2 LY SELY FROM C/L OF STATE HIGHWAY 87,417.290000000000020,437.994
191245,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,30,LOTS 1 THRU 4 E2W2 E2,664.519999999999982,663.285
191246,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,34,LOTS 1 THRU 4 N2 N2S2,586.590000000000032,588.133
191249,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,18,LOTS 1 THRU 4 E2W2 E2,641.799999999999955,644.565
191250,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,14E,14,ALL,640.000000000000000,639.823
191252,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,18,LOTS 1 THRU 4 E2W2 E2,664.759999999999991,664.248
191256,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,13E,14,ALL,640.000000000000000,638.53
