OBJECTID,state,managing_agency,state_enabling_act,rights_type,county,township,range,section,aliquot,trust_name,activity,activity_info_2,net_acres,lease_status,LESSEE,gis_acres
117491,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,36,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.635
117495,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,36,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.299
117501,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,28,LOT 8,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",5.600000000000000,AC,"THE TRIPLE T, INC.",14.504
117509,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,34,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.125
117513,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,34,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.57
117871,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,90,24,NW4NE4,COMMON SCHOOLS,,,20.000000000000000,,N/A,40.028
118249,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,29,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.018
118251,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,28,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.938
118365,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,150,92,34,S2NE4,ND INDUSTRIAL SCHOOL,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,79.576
118367,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,26,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.05
118376,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,25,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",162.288
118497,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,88,36,NW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.328
118525,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,32,SW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,159.578
118634,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,89,33,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.801
118650,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,13,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.376
118662,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,16,SW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",160.000000000000000,AC,"THE TRIPLE T, INC.",159.7
118664,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,16,SE4 LESS SCHOOL SITE,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",77.500000000000000,AC,"THE TRIPLE T, INC.",159.87
118667,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,15,SE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.52
118744,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,26,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.585
118749,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,25,NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.892
118753,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,89,25,NE4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.334
118803,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,23,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",162.937
118807,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,22,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.759
118809,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,23,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.998
118910,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,90,22,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.758
118913,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,92,26,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,161.88
118929,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,19,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,159.856
119054,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,DUNN,150,92,31,MISSOURI RIVER IN NW4,SOVEREIGNÊLANDS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: OASIS PETROLEUM NORTH AMERICA LLC,8.990000000000000,PR,OASIS PETROLEUM NORTH AMERICA LLC,6.335
119196,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MERCER,146,88,16,NE4NW4,BANK OFÊNORTHÊDAKOTA,,,20.000000000000000,,N/A,40.13
119685,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,33,NW4,SCHOOL OF MINES,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,159.192
119777,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,17,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.322
119797,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,27,SW4SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,20.000000000000000,PR,Multiple Lessees,40.03
119799,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,34,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.455
119809,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,25,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: EUGENE LEWIS,8.000000000000000,AC,EUGENE LEWIS,158.569
119812,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,32,SW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.624
119813,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,29,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.383
119816,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,32,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.557
119818,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,151,87,28,"LOTS 1,2",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",2.630000000000000,AC,"THE TRIPLE T, INC.",61.404
119819,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,89,29,SE4,ND INDUSTRIAL SCHOOL,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.003
119935,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,87,30,NW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,158.653
119942,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,87,28,LOT 1,NDÊSTATEÊUNIVERSITY,,,13.910000000000000,,N/A,29.863
120073,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,93,11,"LOTS 3,4",COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,14.369999999999999,PR,Multiple Lessees,38.538
120416,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,14,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.121
120534,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,152,87,17,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.683
120535,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,WARD,152,87,16,"W2SW4, LOTS 3,4,7,8",COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",74.250000000000000,AC,"THE TRIPLE T, INC.",154.676
120537,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,20,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.54
120541,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,21,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.936
121013,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,89,17,NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",158.572
121018,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,90,26,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: PETRO-DAKOTA LLC,8.000000000000000,AC,PETRO-DAKOTA LLC,158.222
121019,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,26,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,158.575
121035,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,93,32,NW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: MARATHON OIL COMPANY,80.000000000000000,PR,MARATHON OIL COMPANY,159.642
121091,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,36,N2NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: ADVANTA RESOURCES LLC,40.000000000000000,AC,ADVANTA RESOURCES LLC,79.837
121093,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,29,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.153
121097,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,35,NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.492
121100,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,34,"NE4SE4, S2SE4",COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WINDSOR BAKKEN LLC,60.000000000000000,PR,WINDSOR BAKKEN LLC,121.261
121105,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,36,N2NW4,COMMON SCHOOLS,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",40.000000000000000,AC,"THE TRIPLE T, INC.",79.089
121127,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,88,19,E2NW4,COMMON SCHOOLS,,,40.000000000000000,,N/A,80.286
121128,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,88,19,NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.154
121188,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,36,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.885
121189,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,36,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",159.278
121200,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,87,33,"W2NW4, LOTS 5,6",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",51.250000000000000,AC,"THE TRIPLE T, INC.",110.134
121252,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,149,88,22,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.096
122008,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,21,"E2NE4, SW4NE4",BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,60.000000000000000,PR,WHITING OIL AND GAS CORPORATION,118.714
122012,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,93,23,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,159.372
122014,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,90,13,SW4,NDÊSTATEÊUNIVERSITY,,,80.000000000000000,,N/A,160.556
122117,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,93,24,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: CONTINENTAL RESOURCES INC,80.000000000000000,PR,CONTINENTAL RESOURCES INC,158.422
122135,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,20,SE4NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,20.000000000000000,PR,Multiple Lessees,39.983
122137,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,20,S2NE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,40.000000000000000,PR,Multiple Lessees,79.604
122138,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,16,SW4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,160.333
122140,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,92,21,SW4,ELLENDALE,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,80.000000000000000,PR,Multiple Lessees,158.669
122143,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,88,16,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,160.000000000000000,PR,Multiple Lessees,159.282
122144,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,21,S2NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,40.000000000000000,PR,WHITING OIL AND GAS CORPORATION,79.877
123207,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,8,"S2SW4, LOTS 5,6",VALLEY CITY,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,71.069999999999993,PR,WHITING OIL AND GAS CORPORATION,166.176
123208,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,91,7,LOT 10,VALLEY CITY,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,15.550000000000001,PR,Multiple Lessees,42.29
123210,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,152,92,8,"S2SE4, LOTS 7,8",COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: Multiple Lessees,71.769999999999996,PR,Multiple Lessees,165.977
123214,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,28,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",161.712
123218,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,27,SW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.495
123219,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,27,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.357
123222,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,34,NE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WINDSOR BAKKEN LLC,80.000000000000000,PR,WINDSOR BAKKEN LLC,161.219
123225,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,88,26,SE4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",80.000000000000000,AC,"THE TRIPLE T, INC.",160.67
123237,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,150,90,36,N2NW4,BANK OFÊNORTHÊDAKOTA,Oil and gas lease,"layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: AC lessee: THE TRIPLE T, INC.",40.000000000000000,AC,"THE TRIPLE T, INC.",80.236
123266,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MCLEAN,148,90,19,"NE4NW4, LOT 1",COMMON SCHOOLS,,,75.420000000000002,,N/A,76.542
123492,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MOUNTRAIL,151,92,2,SE4,COMMON SCHOOLS,Oil and gas lease,layer_index: ND-Oil and gas lease activity: Oil and gas lease lease_status: PR lessee: WHITING OIL AND GAS CORPORATION,80.000000000000000,PR,WHITING OIL AND GAS CORPORATION,161.654
