state,managing_agency,rights_type,state_enabling_act,activity,objectid,township,range,section,county,bene_cd,bene_abrev,aliquot,acres
UT,Trust Lands Administration,Subsurface,168 Stat. 107-110 (1894),Coal,399582,8,22,2,Uintah,10,SCH,"LOTS 1(20.53), 2(20.54), 3(20.56), 4(20.57), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, S2 [ALL]",722.200000000000045
UT,Trust Lands Administration,Subsurface,169 Stat. 107-110 (1894),Coal,399583,8,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,170 Stat. 107-110 (1894),Coal,399584,8,23,2,Uintah,10,SCH,"LOTS 1(39.46), 2(39.52), 3(39.56), 4(39.62), S2N2, S2 [ALL]",638.159999999999968
UT,Trust Lands Administration,Subsurface,171 Stat. 107-110 (1894),Coal,399585,8,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,172 Stat. 107-110 (1894),Coal,399586,8,23,24,Uintah,10,SCH,"SW4NW4, NE4SE4",80.000000000000000
UT,Trust Lands Administration,Subsurface,173 Stat. 107-110 (1894),Coal,399587,8,24,2,Uintah,10,SCH,"LOTS 1(39.99), 2(39.97), 3(39.95), 4(39.93), S2N2, S2 [ALL]",639.840000000000032
UT,Trust Lands Administration,Subsurface,174 Stat. 107-110 (1894),Coal,399588,8,24,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,175 Stat. 107-110 (1894),Coal,399589,8,24,35,Uintah,10,SCH,NE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,176 Stat. 107-110 (1894),Coal,399590,8,25,2,Uintah,10,SCH,"LOTS 1(39.31), 2(39.44), 3(39.58), 4(39.71), S2N2, S2 [ALL]",638.039999999999964
UT,Trust Lands Administration,Subsurface,177 Stat. 107-110 (1894),Coal,399591,8,25,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,178 Stat. 107-110 (1894),Coal,399643,9,15,2,Duchesne,10,SCH,"LOTS 1(40.28), 2(40.35), 3(40.43), 4(23.68), 4(36.33), S2NE4, SE4NW4, S2 [ALL]",621.070000000000050
UT,Trust Lands Administration,Subsurface,179 Stat. 107-110 (1894),Coal,399648,9,16,36,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,180 Stat. 107-110 (1894),Coal,399649,9,17,2,Duchesne,10,SCH,"PART OF LOT 3(6.93, LOT 4(40.03), SW4NW4, PART OF SE4NW4 (5.49), PART OF E2SW4 (11.54), W2SW4 [LOTS AKA PART OF NE4NW4, NW4NW4]",183.990000000000009
UT,Trust Lands Administration,Subsurface,181 Stat. 107-110 (1894),Coal,399650,9,17,2,Uintah,10,SCH,"LOTS 1(40.07), 2(40.06), PART OF LOT 3(33.11), S2NE4, PART OF SE4NW4 (34.51), PART OF E2SW4 (68.46), SE4 [LOTS AKA N2NE4, PART OF NE4NW4]",456.209999999999980
UT,Trust Lands Administration,Subsurface,182 Stat. 107-110 (1894),Coal,399651,9,17,16,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,183 Stat. 107-110 (1894),Coal,399652,9,17,32,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,184 Stat. 107-110 (1894),Coal,399653,9,17,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,185 Stat. 107-110 (1894),Coal,399654,9,18,2,Uintah,10,SCH,"LOTS 1(40.08), 2(40.10), 3(40.10), 4(40.12), S2N2, S2 [ALL]",640.399999999999977
UT,Trust Lands Administration,Subsurface,186 Stat. 107-110 (1894),Coal,399655,9,18,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,187 Stat. 107-110 (1894),Coal,399656,9,18,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,188 Stat. 107-110 (1894),Coal,399657,9,18,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,189 Stat. 107-110 (1894),Coal,399658,9,19,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,190 Stat. 107-110 (1894),Coal,399659,9,19,32,Uintah,10,SCH,"LOTS 1(24.17), 2(30.36), 3(41.11), 4(40.00), 5(20.65), N2 [ALL]",476.290000000000020
UT,Trust Lands Administration,Subsurface,191 Stat. 107-110 (1894),Coal,399660,9,20,2,Uintah,10,SCH,"N2SW4, SE4SW4, SE4",280.000000000000000
UT,Trust Lands Administration,Subsurface,192 Stat. 107-110 (1894),Coal,399661,9,20,16,Uintah,10,SCH,"NW4SE4, SE4SE4",80.000000000000000
UT,Trust Lands Administration,Subsurface,193 Stat. 107-110 (1894),Coal,399662,9,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,194 Stat. 107-110 (1894),Coal,399663,9,20,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,195 Stat. 107-110 (1894),Coal,399664,9,21,2,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Subsurface,196 Stat. 107-110 (1894),Coal,399665,9,21,16,Uintah,10,SCH,"E2, SW4",480.000000000000000
UT,Trust Lands Administration,Subsurface,197 Stat. 107-110 (1894),Coal,399666,9,21,25,Uintah,10,SCH,"N2, NE4SW4, N2SE4, SW4SE4",480.000000000000000
UT,Trust Lands Administration,Subsurface,198 Stat. 107-110 (1894),Coal,399667,9,21,25,Uintah,10,SCH,"NW4SW4, S2SW4",120.000000000000000
UT,Trust Lands Administration,Subsurface,199 Stat. 107-110 (1894),Coal,399668,9,21,25,Uintah,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,200 Stat. 107-110 (1894),Coal,399669,9,21,26,Uintah,10,SCH,"N2, SW4",480.000000000000000
UT,Trust Lands Administration,Subsurface,201 Stat. 107-110 (1894),Coal,399670,9,21,26,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,202 Stat. 107-110 (1894),Coal,399671,9,21,27,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,203 Stat. 107-110 (1894),Coal,399672,9,21,31,Uintah,10,SCH,"LOTS 3(50.47), 4(50.47), 5(14.52), 6(50.70), 7(49.99), 8(49.27), NE4SW4, N2SE4 [LOTS AKA W2SW4, SE4SW4, S2SE4]",385.420000000000016
UT,Trust Lands Administration,Subsurface,204 Stat. 107-110 (1894),Coal,399673,9,21,32,Uintah,10,SCH,"LOTS 2(46.78), 3(47.62), 4(48.48), N2, N2S2 [LOTS AKA S2SW4, SW4SE4]",622.879999999999995
UT,Trust Lands Administration,Subsurface,205 Stat. 107-110 (1894),Coal,399674,9,21,32,Uintah,10,SCH,LOT 1 [SE4SE4],45.920000000000002
UT,Trust Lands Administration,Subsurface,206 Stat. 107-110 (1894),Coal,399675,9,21,33,Uintah,10,SCH,"LOTS 1(44.06), 2(44.47), 3(44.88), 4(45.29), S2N2, N2S2 [LOTS AKA S2S2]",498.699999999999989
UT,Trust Lands Administration,Subsurface,207 Stat. 107-110 (1894),Coal,399676,9,21,34,Uintah,10,SCH,"LOTS 1(42.45), 2(42.91), 3(43.33), 4(43.70), N2, N2S2 [ALL]",652.389999999999986
UT,Trust Lands Administration,Subsurface,208 Stat. 107-110 (1894),Coal,399677,9,21,35,Uintah,10,SCH,"LOTS 1(39.89), 2(40.48), 3(41.13), 4(41.84), N2, N2S2 [ALL]",643.340000000000032
UT,Trust Lands Administration,Subsurface,209 Stat. 107-110 (1894),Coal,399678,9,21,36,Uintah,10,SCH,"LOTS 1(39.95), 2(39.85), 3(39.75), 4(39.65), N2, N2S2 [ALL]",639.200000000000045
UT,Trust Lands Administration,Subsurface,210 Stat. 107-110 (1894),Coal,399679,9,22,2,Uintah,10,SCH,"LOTS 1(38.30), 2(38.50), 3(38.70), 4(38.90), S2N2, S2 [ALL]",634.399999999999977
UT,Trust Lands Administration,Subsurface,211 Stat. 107-110 (1894),Coal,399680,9,22,6,Uintah,11,SM,NE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,212 Stat. 107-110 (1894),Coal,399681,9,22,7,Uintah,11,SM,NW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,213 Stat. 107-110 (1894),Coal,399682,9,22,7,Uintah,11,SM,SE4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,214 Stat. 107-110 (1894),Coal,399683,9,22,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,215 Stat. 107-110 (1894),Coal,399684,9,22,29,Uintah,10,SCH,"E2, E2NW4, SW4",560.000000000000000
UT,Trust Lands Administration,Subsurface,216 Stat. 107-110 (1894),Coal,399685,9,22,29,Uintah,10,SCH,W2NW4,80.000000000000000
UT,Trust Lands Administration,Subsurface,217 Stat. 107-110 (1894),Coal,399686,9,22,30,Uintah,10,SCH,SE4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,218 Stat. 107-110 (1894),Coal,399687,9,22,31,Uintah,10,SCH,"LOTS 1(27.98), 2(28.02), 3(28.06), E2, SE4NW4, E2SW4 [LOTS AKA W2NW4, NW4SW4]",524.059999999999945
UT,Trust Lands Administration,Subsurface,219 Stat. 107-110 (1894),Coal,399688,9,22,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,220 Stat. 107-110 (1894),Coal,399689,9,22,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,221 Stat. 107-110 (1894),Coal,399690,9,23,2,Uintah,10,SCH,"LOTS 1(36.11), 2(36.14), 3(36.16), 4(36.19), S2N2, S2 [ALL]",624.600000000000023
UT,Trust Lands Administration,Subsurface,222 Stat. 107-110 (1894),Coal,399691,9,23,13,Uintah,10,SCH,NE4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,223 Stat. 107-110 (1894),Coal,399692,9,23,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,224 Stat. 107-110 (1894),Coal,399693,9,23,23,Uintah,10,SCH,SW4NW4,40.000000000000000
UT,Trust Lands Administration,Subsurface,225 Stat. 107-110 (1894),Coal,399694,9,23,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,226 Stat. 107-110 (1894),Coal,399695,9,23,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,227 Stat. 107-110 (1894),Coal,399696,9,24,1,Uintah,10,SCH,S2NW4,80.000000000000000
UT,Trust Lands Administration,Subsurface,228 Stat. 107-110 (1894),Coal,399697,9,24,2,Uintah,10,SCH,"LOTS 1(36.34), 2(36.35), 3(36.35), 4(36.36), 5(45.13), 6(25.30), 7(20.86), 8(37.51), 9(55.50), 10(14.60), 11(32.63), 12(49.54), S2NE4, SE4NW4, SW4SW4 [ALL]",586.470000000000027
UT,Trust Lands Administration,Subsurface,229 Stat. 107-110 (1894),Coal,399698,9,24,3,Uintah,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,230 Stat. 107-110 (1894),Coal,399699,9,24,6,Uintah,10,SCH,LOT 4 [NW4NW4],33.869999999999997
UT,Trust Lands Administration,Subsurface,231 Stat. 107-110 (1894),Coal,399700,9,24,16,Uintah,10,SCH,"N2N2, SE4NW4, S2SW4",280.000000000000000
UT,Trust Lands Administration,Subsurface,232 Stat. 107-110 (1894),Coal,399701,9,24,23,Uintah,10,SCH,"LOTS 9(15.96), 11(38.72) [AKA S2NW4SE4, SE4SE4]",54.680000000000000
UT,Trust Lands Administration,Subsurface,233 Stat. 107-110 (1894),Coal,399702,9,24,23,Uintah,10,SCH,"LOTS 4(23.54), 7(16.41), 8(20.24) [AKA S2SW4NE4, SE4NW4, NE4SE4, N2NW4SE4]",60.189999999999998
UT,Trust Lands Administration,Subsurface,234 Stat. 107-110 (1894),Coal,399703,9,24,23,Uintah,10,SCH,SW4SE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,235 Stat. 107-110 (1894),Coal,399704,9,24,24,Uintah,10,SCH,"LOTS 2(25.18), 3(13.44), 9(21.51) [AKA W2SW4]",60.130000000000003
UT,Trust Lands Administration,Subsurface,236 Stat. 107-110 (1894),Coal,399705,9,24,24,Uintah,10,SCH,"LOTS 1(44.59), 4(10.10), 5(24.48), 6(39.32), 7(4.54), 10(6.01), N2SE4 [LOTS AKA E2SW4, S2SE4]",209.039999999999992
UT,Trust Lands Administration,Subsurface,237 Stat. 107-110 (1894),Coal,399706,9,24,25,Uintah,10,SCH,"LOTS 1(5.93), 2(5.20), 3(40.50), 4(39.73), 5(46.60), 6(23.78), 7(24.13), 8(42.10), 9(37.50), 10(38.70), 11(27.91), 12(45.89), NW4SW4, S2S2 [ALL, LESS MINING CLAIMS]",577.970000000000027
UT,Trust Lands Administration,Subsurface,238 Stat. 107-110 (1894),Coal,399707,9,24,36,Uintah,10,SCH,"N2, SW4SW4, N2SE4",440.000000000000000
UT,Trust Lands Administration,Subsurface,239 Stat. 107-110 (1894),Coal,399708,9,25,8,Uintah,10,SCH,"LOTS 1(33.81), 3(0.67), S2N2, N2SW4, SE4SW4, SE4 [LOTS AKA SW4SW4]",474.480000000000018
UT,Trust Lands Administration,Subsurface,240 Stat. 107-110 (1894),Coal,399709,9,25,9,Uintah,10,SCH,"S2N2, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,241 Stat. 107-110 (1894),Coal,399710,9,25,10,Uintah,10,SCH,"S2N2, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,242 Stat. 107-110 (1894),Coal,399711,9,25,11,Uintah,10,SCH,"S2N2, S2",480.000000000000000
UT,Trust Lands Administration,Subsurface,243 Stat. 107-110 (1894),Coal,399712,9,25,12,Uintah,10,SCH,"LOTS 2(28.92), 3(29.01), 4(29.09), SW4NW4, W2SW4 [LOTS AKA SE4NW4, E2SW4]",207.020000000000010
UT,Trust Lands Administration,Subsurface,244 Stat. 107-110 (1894),Coal,399713,9,25,13,Uintah,10,SCH,"LOTS 1(29.16), 2(29.20), W2NW4 [LOTS AKA E2NW4]",138.360000000000014
UT,Trust Lands Administration,Subsurface,245 Stat. 107-110 (1894),Coal,399714,9,25,14,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Subsurface,246 Stat. 107-110 (1894),Coal,399715,9,25,15,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Subsurface,247 Stat. 107-110 (1894),Coal,399716,9,25,16,Uintah,10,SCH,"LOTS 1(43.77), 2(21.55), 3(41.93), 4(27.72), 5(48.04), 6(30.93), 7(25.86), NE4, N2NW4, SE4NW4, SW4SW4, NE4SE4 [ALL, LESS MINING CLAIM AREA]",599.799999999999955
UT,Trust Lands Administration,Subsurface,248 Stat. 107-110 (1894),Coal,399717,9,25,17,Uintah,9,RES,"LOT 6(18.85), NE4NE4 [LOT AKA N2SE4NE4]",58.850000000000001
UT,Trust Lands Administration,Subsurface,249 Stat. 107-110 (1894),Coal,399718,9,25,17,Uintah,10,SCH,"LOTS 1(36.38), 3(34.16), 4(53.89), 5(44.19), 7(17.80), SW4NW4, S2 [LOTS AKA W2NE4, N2NW4, SE4NW4]",546.419999999999959
UT,Trust Lands Administration,Subsurface,250 Stat. 107-110 (1894),Coal,399719,9,25,19,Uintah,10,SCH,SE4,160.000000000000000
UT,Trust Lands Administration,Subsurface,251 Stat. 107-110 (1894),Coal,399720,9,25,19,Uintah,10,SCH,SW4,160.000000000000000
UT,Trust Lands Administration,Subsurface,252 Stat. 107-110 (1894),Coal,399721,9,25,20,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,253 Stat. 107-110 (1894),Coal,399722,9,25,21,Uintah,10,SCH,"LOT 1(38.59), NW4NE4, S2NE4, W2, SE4 [ALL]",638.590000000000032
UT,Trust Lands Administration,Subsurface,254 Stat. 107-110 (1894),Coal,399723,9,25,22,Uintah,10,SCH,"LOTS 2(20.73), 3(37.34), SW4NW4 [LOTS AKA S2NW4NW4, SE4NW4]",98.069999999999993
UT,Trust Lands Administration,Subsurface,255 Stat. 107-110 (1894),Coal,399724,9,25,28,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Subsurface,256 Stat. 107-110 (1894),Coal,399725,9,25,29,Uintah,10,SCH,"LOTS 1(42.47), 2(24.58), 3(0.60), 4(30.27), N2, NE4SW4, SE4 [LOTS AKA PART W2SW4, PART SE4SW4, LESS MINING CLAIMS]",617.919999999999959
UT,Trust Lands Administration,Subsurface,257 Stat. 107-110 (1894),Coal,399726,9,25,30,Uintah,10,SCH,"LOTS 5(32.35), 6(16.09), 7(26.25), 8(29.23), 9(38.22), 10(42.44), 11(30.91), 12(10.78), 13(35.38), 14(16.89), N2NE4, SE4NE4 [LOTS AKA SW4NE4, S2]",398.540000000000020
UT,Trust Lands Administration,Subsurface,258 Stat. 107-110 (1894),Coal,399727,9,25,30,Uintah,10,SCH,"LOTS 1(49.78), 2(27.04), 3(23.79), 4(30.01) [AKA PART OF NW4, PART OF N2NE4SW4]",130.620000000000005
UT,Trust Lands Administration,Subsurface,259 Stat. 107-110 (1894),Coal,399728,9,25,31,Uintah,10,SCH,NW4,160.000000000000000
UT,Trust Lands Administration,Subsurface,260 Stat. 107-110 (1894),Coal,399729,9,25,31,Uintah,10,SCH,"LOTS 1(24.43), 2(29.57), 3(48.17), SW4NE4, S2 [LOTS AKA N2NE4, SE4NE4]",462.170000000000016
UT,Trust Lands Administration,Subsurface,261 Stat. 107-110 (1894),Coal,399730,9,25,32,Uintah,10,SCH,"LOTS 1(47.72), 2(20.51), 3(35.58), 4(36.04), 5(38.69), 6(49.21), 7(21.76), 8(10.61), 9(37.58), 10(4.64), SE4NW4, SW4, N2SE4 [ALL, EXCEPT MINING CLAIMS]",582.340000000000032
UT,Trust Lands Administration,Subsurface,262 Stat. 107-110 (1894),Coal,399731,9,25,33,Uintah,10,SCH,"LOTS 1(39.00), 2(40.47), 3(33.82), 4(27.15), 5(20.49), NE4, N2NW4, SE4NW4 [LOTS AKA SW4NW4, PART OF N2S2]",440.930000000000007
UT,Trust Lands Administration,Subsurface,263 Stat. 107-110 (1894),Coal,399732,9,25,36,Uintah,10,SCH,"LOTS 1(29.34), 2(29.93), 3(30.52), 4(31.11), W2SW4 [LOTS AKA E2W2]",200.900000000000006
UT,Trust Lands Administration,Subsurface,264 Stat. 107-110 (1894),Coal,399782,10,11,36,Duchesne,10,SCH,"LOTS 1(19.73), 2(25.80), 3(22.99), 4(52.67) [ALL]",121.189999999999998
UT,Trust Lands Administration,Subsurface,265 Stat. 107-110 (1894),Coal,399783,10,12,32,Duchesne,10,SCH,"LOTS 1(0.14), 2(2.92) [ALL]",3.060000000000000
UT,Trust Lands Administration,Subsurface,266 Stat. 107-110 (1894),Coal,399784,10,13,32,Duchesne,10,SCH,"LOTS 1(44.59), 2(22.88), 3(9.65), 4(8.64) [ALL]",85.760000000000005
UT,Trust Lands Administration,Subsurface,267 Stat. 107-110 (1894),Coal,399787,10,15,16,Duchesne,10,SCH,"LOTS 1(27.92), 2(35.99), 3(32.23), 4(40.32), 5(26.93), NE4SE4, S2SE4 [ALL]",283.389999999999986
UT,Trust Lands Administration,Subsurface,268 Stat. 107-110 (1894),Coal,399794,10,16,36,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,269 Stat. 107-110 (1894),Coal,399795,10,17,2,Duchesne,10,SCH,"PART OF LOT 3(5.76), LOT 4(39.97), SW4NW4, PART OF SE4NW4 (6.26), PART OF E2SW4 (12.16), W2SW4 [AKA PART OF NE4NW4, NW4NW4]",184.150000000000006
UT,Trust Lands Administration,Subsurface,270 Stat. 107-110 (1894),Coal,399796,10,17,2,Uintah,10,SCH,"LOTS 1(39.93), 2(39.94), PART OF LOT 3(34.20), S2NE4, PART OF SE4NW4 (33.74), PART OF E2SW4 (67.84), SE4 [LOTS AKA N2NE4, PART OF NE4NW4]",455.649999999999977
UT,Trust Lands Administration,Subsurface,271 Stat. 107-110 (1894),Coal,399797,10,17,16,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,272 Stat. 107-110 (1894),Coal,399798,10,17,32,Duchesne,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,273 Stat. 107-110 (1894),Coal,399799,10,17,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,274 Stat. 107-110 (1894),Coal,399800,10,18,2,Uintah,10,SCH,"LOTS 1(39.97), 2(39.99), 3(40.01), 4(40.03), S2N2, S2 [ALL]",640.000000000000000
UT,Trust Lands Administration,Subsurface,275 Stat. 107-110 (1894),Coal,399801,10,18,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,276 Stat. 107-110 (1894),Coal,399802,10,18,18,Uintah,10,SCH,NW4NE4,40.000000000000000
UT,Trust Lands Administration,Subsurface,277 Stat. 107-110 (1894),Coal,399803,10,18,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,278 Stat. 107-110 (1894),Coal,399804,10,18,36,Uintah,10,SCH,"LOTS 1(32.17), 2(32.17), 3(32.18), 4(40.00), 5(40.00), 6(32.57), 7(10.46), 8(7.18), W2NE4, NW4, N2SW4 [ALL]",546.730000000000018
UT,Trust Lands Administration,Subsurface,279 Stat. 107-110 (1894),Coal,399805,10,19,16,Uintah,10,SCH,N2,320.000000000000000
UT,Trust Lands Administration,Subsurface,280 Stat. 107-110 (1894),Coal,399806,10,19,16,Uintah,10,SCH,S2,320.000000000000000
UT,Trust Lands Administration,Subsurface,281 Stat. 107-110 (1894),Coal,399807,10,19,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,282 Stat. 107-110 (1894),Coal,399808,10,19,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,283 Stat. 107-110 (1894),Coal,399809,10,20,13,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,284 Stat. 107-110 (1894),Coal,399810,10,20,16,Uintah,10,SCH,"N2NE4, NE4NW4, W2SW4, SE4SW4",240.000000000000000
UT,Trust Lands Administration,Subsurface,285 Stat. 107-110 (1894),Coal,399811,10,20,24,Uintah,10,SCH,"S2NE4, SE4NW4, S2",440.000000000000000
UT,Trust Lands Administration,Subsurface,286 Stat. 107-110 (1894),Coal,399812,10,20,24,Uintah,10,SCH,"N2N2, SW4NW4",200.000000000000000
UT,Trust Lands Administration,Subsurface,287 Stat. 107-110 (1894),Coal,399813,10,20,25,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,288 Stat. 107-110 (1894),Coal,399814,10,20,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,289 Stat. 107-110 (1894),Coal,399815,10,20,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,290 Stat. 107-110 (1894),Coal,399816,10,21,1,Uintah,10,SCH,"LOTS 1(42.52), 2(42.72), 3(42.92), 4(43.12), S2N2, SE4 [LOTS AKA N2N2]",491.279999999999973
UT,Trust Lands Administration,Subsurface,291 Stat. 107-110 (1894),Coal,399817,10,21,2,Uintah,10,SCH,"LOTS 1(42.90), 2(42.62), 3(42.34), 4(42.06), S2N2, S2 [ALL]",649.919999999999959
UT,Trust Lands Administration,Subsurface,292 Stat. 107-110 (1894),Coal,399818,10,21,4,Uintah,10,SCH,"LOTS 1(42.28), 2(42.28), S2NE4 [LOTS AKA N2NE4]",164.560000000000002
UT,Trust Lands Administration,Subsurface,293 Stat. 107-110 (1894),Coal,399819,10,21,12,Uintah,10,SCH,N2NE4,80.000000000000000
UT,Trust Lands Administration,Subsurface,294 Stat. 107-110 (1894),Coal,399820,10,21,13,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,295 Stat. 107-110 (1894),Coal,399821,10,21,16,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,296 Stat. 107-110 (1894),Coal,399822,10,21,17,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,297 Stat. 107-110 (1894),Coal,399823,10,21,18,Uintah,10,SCH,"LOTS 3(40.20), 4(40.42), E2SW4 [LOTS AKA W2SW4]",160.620000000000005
UT,Trust Lands Administration,Subsurface,298 Stat. 107-110 (1894),Coal,399824,10,21,18,Uintah,10,SCH,"LOTS 5(42.55), 6(42.45), E2, E2NW4 [LOTS AKA W2NW4]",485.000000000000000
UT,Trust Lands Administration,Subsurface,299 Stat. 107-110 (1894),Coal,399825,10,21,19,Uintah,10,SCH,"LOTS 1(40.75), 2(40.97), 3(41.02), 4(40.76), E2, E2W2 [ALL]",643.500000000000000
UT,Trust Lands Administration,Subsurface,300 Stat. 107-110 (1894),Coal,399826,10,21,20,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,301 Stat. 107-110 (1894),Coal,399827,10,21,21,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,302 Stat. 107-110 (1894),Coal,399828,10,21,28,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,303 Stat. 107-110 (1894),Coal,399829,10,21,29,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,304 Stat. 107-110 (1894),Coal,399830,10,21,30,Uintah,10,SCH,"LOTS 1(40.86), 2(40.94), 3(40.88), 4(41.16), E2, E2W2 [ALL]",643.840000000000032
UT,Trust Lands Administration,Subsurface,305 Stat. 107-110 (1894),Coal,399831,10,21,31,Uintah,10,SCH,"LOTS 1(40.94), 2(40.68), 3(40.96), 4(40.54), E2, E2W2 [ALL]",643.120000000000005
UT,Trust Lands Administration,Subsurface,306 Stat. 107-110 (1894),Coal,399832,10,21,32,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,307 Stat. 107-110 (1894),Coal,399833,10,21,33,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,308 Stat. 107-110 (1894),Coal,399834,10,21,36,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,309 Stat. 107-110 (1894),Coal,399835,10,22,2,Uintah,10,SCH,"LOTS 1(40.77), 2(40.70), 3(40.64), 4(40.57), 5(39.92), 6(2.28), 7(15.45), 8(39.92), S2N2, N2S2, SE4SE4 [ALL]",620.250000000000000
UT,Trust Lands Administration,Subsurface,310 Stat. 107-110 (1894),Coal,399836,10,22,7,Uintah,10,SCH,"LOTS 1(27.19), 2(27.03), NE4, E2NW4 [LOTS AKA W2NW4]",294.220000000000027
UT,Trust Lands Administration,Subsurface,311 Stat. 107-110 (1894),Coal,399837,10,22,10,Uintah,10,SCH,"N2NE4, NE4NW4",120.000000000000000
UT,Trust Lands Administration,Subsurface,312 Stat. 107-110 (1894),Coal,399838,10,22,11,Uintah,10,SCH,"LOT 1(34.49), NE4, NW4NW4, S2NW4, S2 [ALL]",634.490000000000009
UT,Trust Lands Administration,Subsurface,313 Stat. 107-110 (1894),Coal,399839,10,22,12,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,314 Stat. 107-110 (1894),Coal,399840,10,22,13,Uintah,10,SCH,ALL,640.000000000000000
UT,Trust Lands Administration,Subsurface,315 Stat. 107-110 (1894),Coal,399841,10,22,14,Uintah,10,SCH,N2,320.000000000000000
