OBJECTID,PARCELID,GISACRES,L_ACRES,OWNERTYPE,SUB_ENDOWM,SUB_ENDO_1,SURMIN,RESTRICTIO,RESTRICT_1,created_us,created_da,last_edite,last_edi_1,SHAPE.STAr,SHAPE.STLe,GlobalID
1087167,PN23942,0.210000000000000,,Beneficiary: Other State Agency,"15",100.00% Dept. of Fish and Game,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,852.419392910000056,159.432386010059076,{E9EB821A-5859-44DB-B3C5-EF01D3C37072}
1087250,PN24109,126.579999999999998,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,512241.648996369971428,3347.707822305464106,{4EC259FE-60EB-4551-98A5-9B24A69F23DB}
1087252,PN24116,70.310000000000002,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,284546.076205444987863,3795.989274137010398,{8681B7D0-560A-48E4-B035-54D1D1B4E440}
1087253,PN24119,315.029999999999973,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1274873.046649035066366,6737.483510323725568,{6237627D-B46D-49A4-87B8-189507C50E5C}
1087257,PN24123,123.549999999999997,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","3",All minerals owned by the state.,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,499987.208620575023815,2821.529981032696924,{80DDEF8A-37EE-43BC-88ED-42251A44A282}
1087258,PN24124,209.189999999999998,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,846573.728304959950037,5436.366657160884643,{6EC8A71E-5154-4F66-8D6C-C3C7321133F0}
1087259,PN24125,171.159999999999997,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,692658.858654574956745,3383.655469928120965,{EA96CE1E-4A8F-424E-B6F3-DFADAFAE1C43}
1087260,PN24126,2.570000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,10413.308108920000450,1319.470547747377168,{80918E6C-61B9-4857-A684-5D673D171404}
1087261,PN24127,0.920000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,3734.777004219999526,748.252518850327192,{78C70711-25F7-4526-BD32-376BAA73D031}
1087262,PN24128,40.320000000000000,40.000000000000000,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,163151.760802284989040,1615.736373529868843,{25D95B3E-2C34-4F65-8849-2A8A705D3CC9}
1087264,PN24131,38.409999999999997,38.609999999999999,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,155421.173914865008555,1578.561222797331993,{31345331-2124-467E-A3B1-FE9DD4020F30}
1087267,PN24138,35.320000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,142938.875640790007310,1572.989217159399232,{87A7CA1C-C2AB-4D22-915D-1D150E01CCE9}
1087268,PN24139,112.209999999999994,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,454088.064299255027436,2628.643267704834216,{2CC28FDC-CA6C-41EB-8F0D-CCCB443E5503}
1087269,PN24140,119.799999999999997,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,484816.861373580002692,3801.126519020896467,{8EFCBF22-1FD6-4DCA-B684-DC637D060D3E}
1087273,PN24148,111.890000000000001,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,452791.660432360018604,3138.126398356474056,{F484CDA2-0266-49DB-8050-B21312696FAB}
1087274,PN24149,38.899999999999999,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,157405.711480010009836,1710.813846229542150,{814730A1-5878-4CBA-AA9C-DA659596F3C2}
1087275,PN24150,40.140000000000001,40.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,162443.644540220004274,1612.177417830401737,{2119C48A-31A9-4456-BFD6-1322EEEC7EB6}
1087276,PN24151,57.329999999999998,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,232013.532941190002020,2046.360362232112493,{36CAB217-0339-45E8-927F-82AC4C38C0C0}
1087277,PN24152,115.109999999999999,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,465828.596184574998915,3153.156570529727105,{FCCA12C2-89B8-428F-9BEF-AB472E67D487}
1087278,PN24153,122.780000000000001,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,496866.347341159998905,4446.535985267366414,{54329F8E-DE6A-4A0F-AA3A-B5976DABC1A6}
1087279,PN24154,154.550000000000011,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,625456.170043825055473,3571.295314125769437,{5BFF48CD-52CD-47C4-B4BA-B9B0F7E6D2EA}
1087280,PN24156,321.389999999999986,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1300618.309791714884341,6218.993604214037077,{01038759-6C7C-45C0-BFBA-2B21C08D3C17}
1087281,PN24157,2.490000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,10080.094029474999843,876.470920928702867,{BA525EA2-087C-4D42-B485-0B7672458445}
1087282,PN24158,40.180000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,162587.821410405013012,1612.916419839054242,{F57FC230-0DAB-44DD-A6AD-A8464F40B09A}
1087283,PN24160,93.450000000000003,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","3",Federal subsurface OC. All other minerals owned by the state.,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,378179.473885239975061,3404.886741487786367,{39491D9B-6383-439E-AA43-D60C4CC1537F}
1087284,PN24162,143.430000000000007,142.699999999999989,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,580440.410228629945777,5033.561876074280917,{86C2FF5F-2F03-490D-B7A9-7BBBC492E369}
1087285,PN24163,23.850000000000001,23.800000000000001,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,96511.768014929999481,1335.399583957602999,{7810582A-D678-477A-868D-F4AFE55F1E36}
1087286,PN24165,16.699999999999999,16.699999999999999,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,67602.272900769996340,1329.341723035584664,{F28372B8-46AD-4B66-BB62-5125304841F0}
1087287,PN24166,67.750000000000000,68.299999999999997,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,274162.178627405024599,2494.812244900348560,{6FE04473-DF1A-40F1-B7DF-A393EB70BE9D}
1087288,PN24167,20.920000000000002,20.829999999999998,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,84668.158425100002205,1323.476672947894485,{56789EF5-288B-4AC6-9D7A-B85D3F30D560}
1087289,PN24168,140.409999999999997,140.699999999999989,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,568215.001439179992303,3935.606351812560206,{C830AAD2-B472-43C0-8D58-D08D7169EA73}
1087290,PN24169,1.140000000000000,1.140000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,4611.158559984999556,582.427593825061990,{7AF9ECBA-5EC4-4408-9CF8-74B06F2A3442}
1087291,PN24170,13.500000000000000,13.500000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,54615.836076605002745,1409.972859372804805,{7C275C34-B9FA-4D6E-ABB3-B41A6CCA0E2F}
1087292,PN24172,37.869999999999997,38.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,153272.834173170005670,1796.027873969187567,{74B1C5E7-D462-4E6D-9AD7-9D2F11434971}
1087293,PN24175,630.610000000000014,630.100000000000023,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2551981.629587799776345,6499.671617779161352,{6C85C78A-3044-4823-AF15-2D97F202EE27}
1087294,PN24176,585.019999999999982,583.600000000000023,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2367521.258191855158657,6461.307192174613192,{1FBC11B0-ADD5-449E-9003-88AEFB4C14D9}
1087295,PN24177,578.259999999999991,574.399999999999977,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2340153.317065080162138,6020.315136600038386,{1A60E828-7D59-4D3A-9137-94BFC14F6F1B}
1087296,PN24179,637.110000000000014,638.039999999999964,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2578288.656048520002514,6425.003561280517715,{7D7E28ED-6198-4F35-8545-64EE8D6642F2}
1087297,PN24180,638.220000000000027,640.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2582814.699458625167608,6428.371015898046608,{D5C7B139-7179-4736-8C81-6FAC86328D31}
1087298,PN24181,13.550000000000001,12.260000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,54823.442336605003220,1203.818175324885487,{0B695185-9BB1-4CF8-8BFE-1731C963C1E2}
1087299,PN24186,30.059999999999999,30.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,121649.914590675005456,1611.267250422362622,{1E041ABC-00A1-4D5A-95EC-54706D441083}
1087300,PN24188,639.149999999999977,640.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2586562.484146299771965,6433.683514187172477,{9DC6D505-9D2C-4436-9511-520B646A04A7}
1087357,PN24456,318.370000000000005,320.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1288408.455697790253907,5618.147190570093699,{E40FB62D-56AD-4CA3-BEFC-990F238E8848}
1087385,PN25145,0.250000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,993.452690960000041,217.150493040787978,{03F52FCC-1D20-47E4-9641-931C0AD01B91}
1087391,PN24260,119.439999999999998,119.239999999999995,Beneficiary: IDL Endowment,"1","100.00% Public School (Indemnity, Schools, Common Schools)","3","3",All minerals owned by the state.,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,483367.531553004984744,3206.340256906293689,{489A3DE0-93C0-4801-8BC7-B9EA56F1F0D8}
1087398,PN24271,80.140000000000001,80.000000000000000,Beneficiary: IDL Endowment,"1","100.00% Public School (Indemnity, Schools, Common Schools)","3","3",All minerals owned by the state.,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,324299.179300924995914,2416.620342823071041,{44403934-CFFA-41DD-94F2-FEA6139B2B7C}
1087433,PN24342,80.180000000000007,80.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,324481.406993454962503,2418.136084875820416,{13E2F0A4-2825-437D-8D46-2E93F4A2E3B5}
1087434,PN24343,240.639999999999986,240.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,973851.922403490054421,4833.490256372390832,{C6904A53-61FE-4C23-8844-0F2E7EB64591}
1087435,PN24346,38.539999999999999,38.500000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,155982.769508780009346,1579.786238088666778,{71D93F0C-8A4E-4D10-926E-B58842F57507}
1087436,PN24349,119.519999999999996,120.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,483682.831467355019413,3213.712169696505043,{0B3E90C7-B9C1-48CC-9790-19F947891EC9}
1087437,PN24350,318.759999999999991,320.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1289970.197774135041982,4816.810989197881099,{D73BE1B6-38D2-433B-980A-92836C85FBCE}
1087438,PN24351,278.470000000000027,280.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1126942.722577860113233,5616.796727603604268,{3903B763-79B3-4C81-935A-E55594A35B78}
1087439,PN24353,176.550000000000011,177.800000000000011,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,714470.229366259998642,3891.394831279815662,{93AEDF21-6CCE-4823-A181-D2BCE4AA2F1D}
1087440,PN24354,40.109999999999999,,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,162314.486638039990794,1611.546998302950442,{F25C1D97-0452-4B85-AA5F-234950C94C5A}
1087441,PN24356,90.590000000000003,,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,366590.412021079973783,2586.003621765480602,{19B6E3B4-1AC5-4847-8A69-DAEBAAB973E5}
1087442,PN24357,79.849999999999994,80.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,323139.515008229936939,2411.918434359478397,{934A42FA-F088-418A-B310-C752AC4B3FA5}
1087487,PN24452,120.359999999999999,120.000000000000000,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,487073.214722374978010,3223.433771923782842,{299472E1-89AA-4D21-A3D6-545D61286DAB}
1087488,PN24454,79.060000000000002,,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,319960.157361219986342,2514.815490193282130,{ECDE92ED-45B4-4D4A-90C7-73DB8AA447E1}
1087489,PN24455,0.320000000000000,,Beneficiary: IDL Endowment,"1","Public School (Indemnity, Schools, Common Schools)","4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1301.508635344999902,146.360006352472453,{90E29F9B-8AEC-4228-BEBD-F6C92892B98A}
1087532,PN24545,119.430000000000007,120.000000000000000,Beneficiary: IDL Endowment,"4",Normal School,"4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,483332.490306689986028,3218.444132809556777,{83037BB3-64D2-4841-8A2B-74FEBCEB7F52}
1087542,PN24570,79.760000000000005,80.000000000000000,Beneficiary: IDL Endowment,"7",State Hospital South (Insane Asylum),"4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,322785.588502330007032,2404.451877665829670,{6A308BCF-D908-45FF-9B34-B316CE627C83}
1087543,PN24571,38.969999999999999,40.000000000000000,Beneficiary: IDL Endowment,"7",State Hospital South (Insane Asylum),"4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,157711.569476119999308,1588.621881882773096,{9A655871-740B-46F5-A73F-C118130479CD}
1087544,PN24572,39.560000000000002,40.000000000000000,Beneficiary: IDL Endowment,"7",State Hospital South (Insane Asylum),"4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,160081.615809495007852,1600.414698656872361,{A4DEF02D-5AA8-4D24-A706-268D8C50BCC7}
1087595,PN24675,40.020000000000003,40.000000000000000,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4",,,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,161974.519253464997746,1609.848385803317569,{90D5841A-D467-4BAE-A858-027F4C19C2D2}
1087721,PN25100,6.650000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,26907.066344129998470,3570.180227579437997,{E5D69327-5A33-419F-B6F2-60B4FB492B78}
1087728,PN25111,0.010000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,25.894261785000001,35.296444666254821,{28BCA21D-9946-457C-BCAE-EB94AC081434}
1087731,PN25115,0.050000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,186.518771464999986,82.392034268572473,{DEA8D2C1-2792-42AD-BC94-8E6CE4500EF4}
1087732,PN25116,0.280000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1150.282068149999986,233.395769803063558,{1336E329-737E-4921-BF35-6B11FEED08A9}
1087733,PN25118,1.020000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,4123.625097099999948,521.587820504059550,{5A85E60E-5363-4ED3-9967-F9C3FE9BB1E1}
1087735,PN25121,0.460000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1868.900661814999921,545.460157494541590,{2139EEEF-16A8-4128-AD9D-A02575C03ADD}
1087736,PN25122,1.390000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,5626.922532255000988,643.249997069135020,{92DD6498-9AB1-40B1-A18D-0AD3E3F37F3C}
1087737,PN25123,3.680000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,14896.214667054999154,900.068541056585445,{EDDFE2FE-44EF-42B3-9A43-997468DCBB7A}
1087738,PN25124,0.380000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1539.844125565000013,302.296084688596068,{A63BF31A-0B0B-4261-B899-4428858492DE}
1087739,PN25126,1.220000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,4955.023638765001124,618.274710119102679,{7324B1FD-A4E2-4F4B-BFC2-184286D3C0A6}
1087740,PN25127,1.770000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,7174.411167889999888,533.081072458360495,{B50BB5E8-3CD5-4682-A610-B9916D5F56C0}
1087741,PN25128,0.020000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,76.090332224999997,56.847144964674513,{1D741E14-8A16-4140-9796-3B5746F39A6B}
1087742,PN25129,1.410000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,5694.685237095000048,517.893668541012744,{5BEC30AA-C09A-428F-89DB-689B414EF96A}
1087743,PN25134,10.320000000000000,,Beneficiary: Other State Agency,"17",100.00% Dept. of Parks and Recreation,"3","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,41761.421939170002588,3400.008519311223154,{701A163C-A2FA-4696-B3F7-53D1F31E5D26}
1087744,PN25136,1.020000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,4127.137420439999914,697.214332867725602,{2AE110EC-243A-4ACB-9F28-0E396E4068B8}
1087747,PN25140,2.790000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,11272.720200969999496,977.926065493904389,{4A8E14DE-E098-4B46-8082-BBCF8AB263DC}
1087748,PN25142,0.740000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2991.117034275000151,259.050215955817066,{68312F5F-56DB-4C92-B26D-3AE71DE5E54B}
1087749,PN25144,9.390000000000001,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,38007.192703280008573,1972.385125900378398,{E439AD41-04C9-4736-8EC4-256253D99B70}
1087750,PN25146,25.239999999999998,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,102144.593411920010112,1916.630476273777049,{4E4F4926-D985-42F0-870B-A09586AD3A4D}
1087752,PN25151,1.150000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,4641.268394069999886,405.591345316050024,{CF4D730A-9BC7-43AA-953E-DB6709CF5D5C}
1087754,PN25156,0.000000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,3.723545425000000,14.616552117067576,{E2B4C97D-089C-40E0-9A16-B78CAD2AC791}
1087755,PN25157,0.430000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,1730.813035249999984,262.843469361363589,{46717064-C0B9-4224-BD8F-1A7FC9256FB4}
1087756,PN25158,0.570000000000000,,Beneficiary: Other State Agency,"17",Dept. of Parks and Recreation,"4","0",None,GISDATAOWNER,2023/12/13 22:07:27.000,GISDATAOWNER,2023/12/13 22:07:27.000,2291.618215564999900,644.235318422454156,{C0C44C34-2724-493C-A62A-AC850B8FF872}
