state,managing_agency,rights_type,state_enabling_act,OBJECTID,acres,trust_name
ID,Department of Lands,Subsurface,266 Stat. 215-219 (1890),1083070,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,267 Stat. 215-219 (1890),1083551,2.020000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,268 Stat. 215-219 (1890),1083555,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,269 Stat. 215-219 (1890),1083556,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,270 Stat. 215-219 (1890),1083562,160.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,271 Stat. 215-219 (1890),1083563,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,272 Stat. 215-219 (1890),1083776,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,273 Stat. 215-219 (1890),1083777,1.650000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,274 Stat. 215-219 (1890),1083821,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,275 Stat. 215-219 (1890),1084284,480.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,276 Stat. 215-219 (1890),1084285,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,277 Stat. 215-219 (1890),1084286,39.990000000000002,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,278 Stat. 215-219 (1890),1084290,411.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,279 Stat. 215-219 (1890),1084296,,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,280 Stat. 215-219 (1890),1084298,4.730000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,281 Stat. 215-219 (1890),1084468,120.000000000000000,100.00% University of Idaho
ID,Department of Lands,Subsurface,282 Stat. 215-219 (1890),1084475,40.000000000000000,100.00% General Fund
ID,Department of Lands,Subsurface,283 Stat. 215-219 (1890),1084493,4.680000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,284 Stat. 215-219 (1890),1084516,34.670000000000002,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,285 Stat. 215-219 (1890),1084521,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,286 Stat. 215-219 (1890),1084522,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,287 Stat. 215-219 (1890),1084523,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,288 Stat. 215-219 (1890),1084532,280.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,289 Stat. 215-219 (1890),1084546,40.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,290 Stat. 215-219 (1890),1084969,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,291 Stat. 215-219 (1890),1084974,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,292 Stat. 215-219 (1890),1085168,0.504,100.00% Forest Purposes (Dept. of Forestry)
ID,Department of Lands,Subsurface,293 Stat. 215-219 (1890),1085186,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,294 Stat. 215-219 (1890),1085211,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,295 Stat. 215-219 (1890),1085233,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,296 Stat. 215-219 (1890),1085234,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,297 Stat. 215-219 (1890),1085235,160.000000000000000,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,298 Stat. 215-219 (1890),1085400,54.649999999999999,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,299 Stat. 215-219 (1890),1085401,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,300 Stat. 215-219 (1890),1085402,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,301 Stat. 215-219 (1890),1085404,160.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,302 Stat. 215-219 (1890),1085405,253.409999999999997,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,303 Stat. 215-219 (1890),1085412,120.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,304 Stat. 215-219 (1890),1085421,172.949999999999989,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,305 Stat. 215-219 (1890),1085427,1.070000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,306 Stat. 215-219 (1890),1085428,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,307 Stat. 215-219 (1890),1085429,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,308 Stat. 215-219 (1890),1085445,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,309 Stat. 215-219 (1890),1085449,59.759999999999998,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,310 Stat. 215-219 (1890),1085826,40.000000000000000,100.00% Normal School
ID,Department of Lands,Subsurface,311 Stat. 215-219 (1890),1085897,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,312 Stat. 215-219 (1890),1085898,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,313 Stat. 215-219 (1890),1085921,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,314 Stat. 215-219 (1890),1085922,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,315 Stat. 215-219 (1890),1085933,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,316 Stat. 215-219 (1890),1085941,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,317 Stat. 215-219 (1890),1085942,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,318 Stat. 215-219 (1890),1085951,50.100000000000001,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,319 Stat. 215-219 (1890),1085971,12.320000000000000,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,320 Stat. 215-219 (1890),1086419,80.000000000000000,100.00% Agricultural College
ID,Department of Lands,Subsurface,321 Stat. 215-219 (1890),1086420,240.000000000000000,100.00% Agricultural College
ID,Department of Lands,Subsurface,322 Stat. 215-219 (1890),1086421,24.430000000000000,100.00% Agricultural College
ID,Department of Lands,Subsurface,323 Stat. 215-219 (1890),1086521,80.000000000000000,100.00% Normal School
ID,Department of Lands,Subsurface,324 Stat. 215-219 (1890),1086613,3.100000000000000,100.00% General Fund
ID,Department of Lands,Subsurface,325 Stat. 215-219 (1890),1086628,4.990000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,326 Stat. 215-219 (1890),1086629,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,327 Stat. 215-219 (1890),1086630,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,328 Stat. 215-219 (1890),1086631,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,329 Stat. 215-219 (1890),1086632,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,330 Stat. 215-219 (1890),1086660,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,331 Stat. 215-219 (1890),1086662,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,332 Stat. 215-219 (1890),1086663,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,333 Stat. 215-219 (1890),1086664,10.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,334 Stat. 215-219 (1890),1086665,480.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,335 Stat. 215-219 (1890),1086666,195.550000000000011,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,336 Stat. 215-219 (1890),1086674,400.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,337 Stat. 215-219 (1890),1086684,80.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,338 Stat. 215-219 (1890),1086685,40.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,339 Stat. 215-219 (1890),1086688,95.450000000000003,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,340 Stat. 215-219 (1890),1086691,6.920000000000000,Dept. of Transportation
ID,Department of Lands,Subsurface,341 Stat. 215-219 (1890),1086692,6.240000000000000,Dept. of Transportation
ID,Department of Lands,Subsurface,342 Stat. 215-219 (1890),1086927,40.000000000000000,100.00% General Fund
ID,Department of Lands,Subsurface,343 Stat. 215-219 (1890),1086932,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,344 Stat. 215-219 (1890),1086933,3.230000000000000,100.00% Forest Purposes (Dept. of Forestry)
ID,Department of Lands,Subsurface,345 Stat. 215-219 (1890),1087025,3.250000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,346 Stat. 215-219 (1890),1087026,0.22,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,347 Stat. 215-219 (1890),1087027,0.66,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,348 Stat. 215-219 (1890),1087069,120.390000000000001,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,349 Stat. 215-219 (1890),1087070,159.300000000000011,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,350 Stat. 215-219 (1890),1087071,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,351 Stat. 215-219 (1890),1087093,4.960000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,352 Stat. 215-219 (1890),1087096,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,353 Stat. 215-219 (1890),1087098,2.220000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,354 Stat. 215-219 (1890),1087099,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,355 Stat. 215-219 (1890),1087100,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,356 Stat. 215-219 (1890),1087101,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,357 Stat. 215-219 (1890),1087102,1.400000000000000,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,358 Stat. 215-219 (1890),1087103,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,359 Stat. 215-219 (1890),1087304,16.750000000000000,100.00% Dept. of Transportation
ID,Department of Lands,Subsurface,360 Stat. 215-219 (1890),1087312,5.200000000000000,Dept. of Military
ID,Department of Lands,Subsurface,361 Stat. 215-219 (1890),1087330,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,362 Stat. 215-219 (1890),1087331,160.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,363 Stat. 215-219 (1890),1087334,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,364 Stat. 215-219 (1890),1087335,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,365 Stat. 215-219 (1890),1087336,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,366 Stat. 215-219 (1890),1087337,80.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,367 Stat. 215-219 (1890),1087338,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,368 Stat. 215-219 (1890),1087339,40.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,369 Stat. 215-219 (1890),1087349,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,370 Stat. 215-219 (1890),1087350,40.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,371 Stat. 215-219 (1890),1087387,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,372 Stat. 215-219 (1890),1087389,,100.00% Dept. of Fish and Game
ID,Department of Lands,Subsurface,373 Stat. 215-219 (1890),1087406,175.439999999999998,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,374 Stat. 215-219 (1890),1087407,20.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,375 Stat. 215-219 (1890),1087408,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,376 Stat. 215-219 (1890),1087409,200.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,377 Stat. 215-219 (1890),1087410,60.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,378 Stat. 215-219 (1890),1087413,200.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,379 Stat. 215-219 (1890),1087414,31.039999999999999,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,380 Stat. 215-219 (1890),1087415,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,381 Stat. 215-219 (1890),1087416,160.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,382 Stat. 215-219 (1890),1087417,200.319999999999993,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,383 Stat. 215-219 (1890),1087418,140.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,384 Stat. 215-219 (1890),1087419,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,385 Stat. 215-219 (1890),1087421,160.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,386 Stat. 215-219 (1890),1087422,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,387 Stat. 215-219 (1890),1087423,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,388 Stat. 215-219 (1890),1087424,197.919999999999987,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,389 Stat. 215-219 (1890),1087484,120.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,390 Stat. 215-219 (1890),1087485,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,391 Stat. 215-219 (1890),1087486,,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,392 Stat. 215-219 (1890),1087510,40.000000000000000,100.00% Charitable Institute
ID,Department of Lands,Subsurface,393 Stat. 215-219 (1890),1087565,0.29,100.00% General Fund
ID,Department of Lands,Subsurface,394 Stat. 215-219 (1890),1087567,,General Fund
ID,Department of Lands,Subsurface,395 Stat. 215-219 (1890),1087568,,General Fund
ID,Department of Lands,Subsurface,396 Stat. 215-219 (1890),1087573,0.33,100.00% Forest Purposes (Dept. of Forestry)
ID,Department of Lands,Subsurface,397 Stat. 215-219 (1890),1087579,160.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,398 Stat. 215-219 (1890),1087580,6.500000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,399 Stat. 215-219 (1890),1087582,40.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,400 Stat. 215-219 (1890),1087583,160.050000000000011,Dept. of Fish and Game
ID,Department of Lands,Subsurface,401 Stat. 215-219 (1890),1087584,160.000000000000000,Dept. of Fish and Game
ID,Department of Lands,Subsurface,402 Stat. 215-219 (1890),1087586,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,403 Stat. 215-219 (1890),1087587,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,404 Stat. 215-219 (1890),1087588,,100.00% Dept. of Health and Welfare
ID,Department of Lands,Subsurface,405 Stat. 215-219 (1890),1087589,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,406 Stat. 215-219 (1890),1087590,34.689999999999998,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,407 Stat. 215-219 (1890),1087591,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,408 Stat. 215-219 (1890),1087592,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,409 Stat. 215-219 (1890),1087593,,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,410 Stat. 215-219 (1890),1087594,72.500000000000000,Dept. of Health and Welfare
ID,Department of Lands,Subsurface,411 Stat. 215-219 (1890),1087608,8.440000000000000,Dept. of Transportation
ID,Department of Lands,Subsurface,412 Stat. 215-219 (1890),1088105,80.000000000000000,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,413 Stat. 215-219 (1890),1088310,510.389999999999986,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,414 Stat. 215-219 (1890),1088311,510.389999999999986,"Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,415 Stat. 215-219 (1890),1088527,172.949999999999989,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,416 Stat. 215-219 (1890),1088664,,100.00% Forest Purposes (Dept. of Forestry)
ID,Department of Lands,Subsurface,417 Stat. 215-219 (1890),1072643,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,418 Stat. 215-219 (1890),1072755,640.000000000000000,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,419 Stat. 215-219 (1890),1072791,138.280000000000001,"100.00% Public School (Indemnity, Schools, Common Schools)"
ID,Department of Lands,Subsurface,420 Stat. 215-219 (1890),1073602,146.719999999999999,"Public School (Indemnity, Schools, Common Schools)"
